feedback_id,source,timestamp,text,state,district,service,category,language,experience,urgency,issue_date,action_requested,data_type
SURVEY_003136,Survey,2025-02-02 20:34:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The educational facility near Chandigarh needs better maintenance and support services. Please look into this issue.,Chandigarh,Chandigarh,Education,Education,Telugu,Very Good,Critical,2025-01-19,Yes,synthetic
SURVEY_003137,Survey,2026-02-08 11:28:00,The drainage near Thiruvananthapuram needs cleaning because water is stagnating after rain. This needs attention from the concerned department.,Kerala,Thiruvananthapuram,Sanitation & Waste,Sanitation & Waste,English,Very Poor,Medium,2026-01-30,Already resolved,synthetic
SURVEY_003138,Survey,2025-07-22 11:59:00,कृपया इस समस्या पर ध्यान दें। Public transport services near Thoubal should be more frequent during peak hours.,Manipur,Thoubal,Public Transport,Public Transport,Hindi,Poor,Medium,2025-06-15,Yes,synthetic
SURVEY_003139,Survey,2026-04-15 14:57:00,कृपया इस समस्या पर ध्यान दें। The government hospital near Jalandhar needs better availability of essential medicines. Please look into this issue.,Punjab,Jalandhar,Healthcare,Healthcare,Hindi,Average,Medium,2026-04-08,Yes,synthetic
SURVEY_003140,Survey,2025-04-11 08:28:00,Buses on the route near Namchi are irregular and commuters are waiting for a long time.,Sikkim,Namchi,Public Transport,Public Transport,English,Very Good,Low,2025-03-26,Yes,synthetic
SURVEY_003141,Survey,2026-02-01 21:32:00,The government hospital near Gangtok needs better availability of essential medicines. Please provide an update on the issue.,Sikkim,Gangtok,Healthcare,Healthcare,English,Poor,Low,2025-12-20,Yes,synthetic
SURVEY_003142,Survey,2025-09-11 17:02:00,"कृपया इस समस्या पर ध्यान दें। The healthcare service near Rourkela was helpful, but staffing appears to be limited. Please provide an update on the issue.",Odisha,Rourkela,Healthcare,Healthcare,Hindi,Very Poor,High,2025-08-13,Already resolved,synthetic
SURVEY_003143,Survey,2026-09-07 00:00:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Traffic congestion around Howrah is getting worse and better traffic management is needed. I request the concerned authority to take action.,West Bengal,Howrah,Roads & Traffic,Roads & Traffic,Tamil,Average,High,2026-09-01,Yes,synthetic
SURVEY_003144,Survey,2026-04-09 08:00:00,कृपया इस समस्या पर ध्यान दें। Traffic congestion around Kargil is getting worse and better traffic management is needed. Please look into this issue.,Ladakh,Kargil,Roads & Traffic,Roads & Traffic,Hindi,Good,Medium,2026-03-24,Yes,synthetic
SURVEY_003145,Survey,2025-07-31 13:46:00,The electricity voltage near Jabalpur is unstable and appliances are being affected.,Madhya Pradesh,Jabalpur,Electricity,Electricity,English,Poor,Medium,2025-07-22,Yes,synthetic
SURVEY_003146,Survey,2025-02-15 21:22:00,"The healthcare service near Aurangabad was helpful, but staffing appears to be limited.",Maharashtra,Aurangabad,Healthcare,Healthcare,English,Very Good,High,2025-01-10,Yes,synthetic
SURVEY_003147,Survey,2025-04-06 08:41:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Traffic enforcement around Warangal should be improved during busy hours. Please provide an update on the issue.,Telangana,Warangal,Police & Public Safety,Police & Public Safety,Telugu,Poor,Medium,2025-03-05,Yes,synthetic
SURVEY_003148,Survey,2025-08-19 19:13:00,Public transport services near Hubballi should be more frequent during peak hours. Please look into this issue.,Karnataka,Hubballi,Public Transport,Public Transport,English,Poor,Low,2025-07-08,No,synthetic
SURVEY_003149,Survey,2025-06-06 14:58:00,Parents in Shillong have reported delays in receiving information from the school. Please provide an update on the issue.,Meghalaya,Shillong,Education,Education,English,Average,Medium,2025-05-09,Already resolved,synthetic
SURVEY_003150,Survey,2026-08-02 20:45:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The online government service for residents of Gyalshing needs better reliability.,Sikkim,Gyalshing,Government Documents,Government Documents,Telugu,Good,Medium,2026-07-05,No,synthetic
SURVEY_003151,Survey,2026-01-30 15:10:00,Residents in Dhanbad need easier access to primary healthcare services. This needs attention from the concerned department.,Jharkhand,Dhanbad,Healthcare,Healthcare,English,Average,Low,2025-12-21,Yes,synthetic
SURVEY_003152,Survey,2025-07-13 06:04:00,There appears to be an issue with the electricity bill for the Guntur area. I request the concerned authority to take action.,Andhra Pradesh,Guntur,Electricity,Electricity,English,Average,Medium,2025-07-11,Yes,synthetic
SURVEY_003153,Survey,2026-09-03 17:14:00,Traffic enforcement around Rajkot should be improved during busy hours. This needs attention from the concerned department.,Gujarat,Rajkot,Police & Public Safety,Police & Public Safety,English,Average,Medium,2026-07-22,Already resolved,synthetic
SURVEY_003154,Survey,2026-03-18 17:03:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Buses on the route near Ahmedabad are irregular and commuters are waiting for a long time.,Gujarat,Ahmedabad,Public Transport,Public Transport,Tamil,Average,Medium,2026-03-10,Yes,synthetic
SURVEY_003155,Survey,2025-07-22 03:22:00,कृपया इस समस्या पर ध्यान दें। There is a delay in processing document applications in Bishnupur.,Manipur,Bishnupur,Government Documents,Government Documents,Hindi,Good,High,2025-07-18,Already resolved,synthetic
SURVEY_003156,Survey,2025-04-19 18:51:00,The police response near Nongpoh was delayed and the issue needs attention. Please provide an update on the issue.,Meghalaya,Nongpoh,Police & Public Safety,Police & Public Safety,English,Average,Low,2025-03-30,Yes,synthetic
SURVEY_003157,Survey,2025-11-18 01:09:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The online government service for residents of Kolkata needs better reliability.,West Bengal,Kolkata,Government Documents,Government Documents,Kannada,Average,Low,2025-10-24,Yes,synthetic
SURVEY_003158,Survey,2025-12-17 20:50:00,कृपया इस समस्या पर ध्यान दें। The government hospital near Kochi needs better availability of essential medicines.,Kerala,Kochi,Healthcare,Healthcare,Hindi,Good,Medium,2025-12-11,Yes,synthetic
SURVEY_003159,Survey,2025-10-26 02:20:00,There appears to be an issue with the electricity bill for the Kolkata area.,West Bengal,Kolkata,Electricity,Electricity,English,Poor,Critical,2025-10-24,Yes,synthetic
SURVEY_003160,Survey,2026-06-15 11:11:00,कृपया इस समस्या पर ध्यान दें। Parents in Puducherry have reported delays in receiving information from the school. Please provide an update on the issue.,Puducherry,Puducherry,Education,Education,Hindi,Poor,Medium,2026-05-05,Yes,synthetic
SURVEY_003161,Survey,2025-06-24 09:02:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The online government service for residents of Hyderabad needs better reliability.,Telangana,Hyderabad,Government Documents,Government Documents,Tamil,Poor,Medium,2025-06-17,Yes,synthetic
SURVEY_003162,Survey,2025-08-28 00:12:00,The road near Leh has potholes and becomes difficult to use during peak hours. I request the concerned authority to take action.,Ladakh,Leh,Roads & Traffic,Roads & Traffic,English,Average,Critical,2025-07-22,Yes,synthetic
SURVEY_003163,Survey,2025-03-12 00:40:00,The drainage near Itanagar needs cleaning because water is stagnating after rain.,Arunachal Pradesh,Itanagar,Sanitation & Waste,Sanitation & Waste,English,Good,High,2025-02-10,Yes,synthetic
SURVEY_003164,Survey,2026-08-04 19:10:00,कृपया इस समस्या पर ध्यान दें। The waiting time at the public health facility near Berhampur is very long. Please provide an update on the issue.,Odisha,Berhampur,Healthcare,Healthcare,Hindi,Average,Medium,2026-07-02,Yes,synthetic
SURVEY_003165,Survey,2025-08-12 04:36:00,Public transport services near Bishnupur should be more frequent during peak hours. I request the concerned authority to take action.,Manipur,Bishnupur,Public Transport,Public Transport,English,Very Good,Critical,2025-08-01,No,synthetic
SURVEY_003166,Survey,2025-11-30 11:18:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Traffic congestion around Udaipur is getting worse and better traffic management is needed. I hope the issue can be resolved soon.,Rajasthan,Udaipur,Roads & Traffic,Roads & Traffic,Telugu,Very Poor,Medium,2025-10-30,Yes,synthetic
SURVEY_003167,Survey,2026-08-22 23:17:00,कृपया इस समस्या पर ध्यान दें। Residents in Kavaratti need easier access to primary healthcare services. Please provide an update on the issue.,Lakshadweep,Kavaratti,Healthcare,Healthcare,Hindi,Average,Medium,2026-08-11,Yes,synthetic
SURVEY_003168,Survey,2025-02-04 10:34:00,कृपया इस समस्या पर ध्यान दें। Traffic enforcement around Daman should be improved during busy hours. This needs attention from the concerned department.,Dadra and Nagar Haveli and Daman and Diu,Daman,Police & Public Safety,Police & Public Safety,Hindi,Good,Medium,2025-01-18,Yes,synthetic
SURVEY_003169,Survey,2025-07-19 14:50:00,कृपया इस समस्या पर ध्यान दें। Traffic enforcement around Guwahati should be improved during busy hours. Please look into this issue.,Assam,Guwahati,Police & Public Safety,Police & Public Safety,Hindi,Good,Critical,2025-07-12,Yes,synthetic
SURVEY_003170,Survey,2026-03-03 13:37:00,Residents in Thoubal need a clearer way to follow up on civic service complaints. Please look into this issue.,Manipur,Thoubal,Other Public Services,Other Public Services,English,Good,Low,2026-01-19,Yes,synthetic
SURVEY_003171,Survey,2025-08-22 05:00:00,कृपया इस समस्या पर ध्यान दें। Residents in Patna need easier access to primary healthcare services. I request the concerned authority to take action.,Bihar,Patna,Healthcare,Healthcare,Hindi,Average,Low,2025-08-02,Yes,synthetic
SURVEY_003172,Survey,2026-02-25 07:14:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. A public service issue near Agartala has remained unresolved for several days. This needs attention from the concerned department.,Tripura,Agartala,Other Public Services,Other Public Services,Kannada,Poor,Critical,2026-01-31,Yes,synthetic
SURVEY_003173,Survey,2026-09-07 00:00:00,We have been waiting for an electricity connection or service update in Gaya. Please look into this issue.,Bihar,Gaya,Electricity,Electricity,English,Very Poor,Low,2026-08-20,Yes,synthetic
SURVEY_003174,Survey,2026-01-02 14:51:00,The certificate service near Hyderabad requires too many visits and could be made easier. I request the concerned authority to take action.,Telangana,Hyderabad,Government Documents,Government Documents,English,Very Poor,High,2025-12-07,Already resolved,synthetic
SURVEY_003175,Survey,2025-07-22 03:15:00,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Garbage has not been collected regularly near Haridwar, and waste is accumulating. I request the concerned authority to take action.",Uttarakhand,Haridwar,Sanitation & Waste,Sanitation & Waste,Tamil,Average,Low,2025-07-06,Yes,synthetic
SURVEY_003176,Survey,2025-02-02 09:37:00,Traffic enforcement around Silvassa should be improved during busy hours.,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Police & Public Safety,Police & Public Safety,English,Very Good,Low,2025-01-23,No,synthetic
SURVEY_003177,Survey,2026-05-03 15:21:00,Traffic enforcement around Karimnagar should be improved during busy hours. Please provide an update on the issue.,Telangana,Karimnagar,Police & Public Safety,Police & Public Safety,English,Average,Low,2026-04-28,Yes,synthetic
SURVEY_003178,Survey,2026-07-29 22:58:00,कृपया इस समस्या पर ध्यान दें। There has been an irregular water supply in the Oulgaret area for the past few days. I hope the issue can be resolved soon.,Puducherry,Oulgaret,Water Supply,Water Supply,Hindi,Average,Low,2026-06-20,Already resolved,synthetic
SURVEY_003179,Survey,2025-10-02 23:16:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The police response near Shillong was delayed and the issue needs attention. I hope the issue can be resolved soon.,Meghalaya,Shillong,Police & Public Safety,Police & Public Safety,Malayalam,Very Good,Medium,2025-09-22,Yes,synthetic
SURVEY_003180,Survey,2025-08-25 02:59:00,Residents in Amritsar need easier access to primary healthcare services.,Punjab,Amritsar,Healthcare,Healthcare,English,Very Good,Medium,2025-07-28,No,synthetic
SURVEY_003181,Survey,2025-12-04 20:03:00,The complaint handling process in Aizawl could be faster and easier to track. Please look into this issue.,Mizoram,Aizawl,Other Public Services,Other Public Services,English,Very Good,Low,2025-11-14,Yes,synthetic
SURVEY_003182,Survey,2026-02-22 14:01:00,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Vehicles are frequently parked on the road near Jabalpur, causing unnecessary congestion. Please look into this issue.",Madhya Pradesh,Jabalpur,Roads & Traffic,Roads & Traffic,Tamil,Very Good,Medium,2026-02-17,Already resolved,synthetic
SURVEY_003183,Survey,2026-07-29 20:05:00,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Residents near Gurugram are facing water shortages, especially in the morning. I request the concerned authority to take action.",Haryana,Gurugram,Water Supply,Water Supply,Telugu,Average,Medium,2026-06-19,Yes,synthetic
SURVEY_003184,Survey,2025-04-12 02:42:00,The complaint handling process in Kota could be faster and easier to track. I request the concerned authority to take action.,Rajasthan,Kota,Other Public Services,Other Public Services,English,Average,Critical,2025-03-07,Yes,synthetic
SURVEY_003185,Survey,2025-10-29 03:26:00,"कृपया इस समस्या पर ध्यान दें। Street lights are not working properly near Noida, making the road unsafe after dark. I request the concerned authority to take action.",Uttar Pradesh,Noida,Roads & Traffic,Roads & Traffic,Hindi,Good,High,2025-10-25,Already resolved,synthetic
SURVEY_003186,Survey,2026-03-09 04:17:00,Public transport near Chandigarh is overcrowded during morning and evening peak hours. Please look into this issue.,Punjab,Chandigarh,Public Transport,Public Transport,English,Poor,Critical,2026-02-10,Yes,synthetic
SURVEY_003187,Survey,2026-02-17 07:33:00,A water pipeline appears to be leaking near Siliguri and needs repair. This needs attention from the concerned department.,West Bengal,Siliguri,Water Supply,Water Supply,English,Good,High,2026-02-14,Yes,synthetic
SURVEY_003188,Survey,2026-06-10 13:16:00,"The healthcare service near Jamshedpur was helpful, but staffing appears to be limited. I request the concerned authority to take action.",Jharkhand,Jamshedpur,Healthcare,Healthcare,English,Very Good,Medium,2026-05-23,Yes,synthetic
SURVEY_003189,Survey,2025-10-28 03:44:00,The government hospital near Rajkot needs better availability of essential medicines. Please look into this issue.,Gujarat,Rajkot,Healthcare,Healthcare,English,Average,Medium,2025-10-22,No,synthetic
SURVEY_003190,Survey,2025-02-13 17:38:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The waiting time at the public health facility near Bishnupur is very long. I hope the issue can be resolved soon.,Manipur,Bishnupur,Healthcare,Healthcare,Tamil,Good,High,2025-01-13,Yes,synthetic
SURVEY_003191,Survey,2025-08-21 08:06:00,कृपया इस समस्या पर ध्यान दें। Residents near Siliguri are concerned about safety after dark. This needs attention from the concerned department.,West Bengal,Siliguri,Police & Public Safety,Police & Public Safety,Hindi,Good,Low,2025-08-21,No,synthetic
SURVEY_003192,Survey,2026-05-11 13:48:00,Residents in Berhampur need easier access to primary healthcare services. Please provide an update on the issue.,Odisha,Berhampur,Healthcare,Healthcare,English,Good,Low,2026-04-26,Yes,synthetic
SURVEY_003193,Survey,2026-05-31 01:16:00,There has been an irregular water supply in the Chandigarh area for the past few days.,Chandigarh,Chandigarh,Water Supply,Water Supply,English,Good,Medium,2026-05-11,Yes,synthetic
SURVEY_003194,Survey,2026-08-30 22:28:00,"कृपया इस समस्या पर ध्यान दें। Street lights are not working properly near Nashik, making the road unsafe after dark. I hope the issue can be resolved soon.",Maharashtra,Nashik,Roads & Traffic,Roads & Traffic,Hindi,Very Poor,High,2026-07-25,Yes,synthetic
SURVEY_003195,Survey,2026-09-07 00:00:00,कृपया इस समस्या पर ध्यान दें। The civic facility near Coimbatore needs better maintenance. I hope the issue can be resolved soon.,Tamil Nadu,Coimbatore,Other Public Services,Other Public Services,Hindi,Very Poor,High,2026-09-06,Yes,synthetic
SURVEY_003196,Survey,2025-07-14 02:27:00,There has been an irregular water supply in the Dimapur area for the past few days. This needs attention from the concerned department.,Nagaland,Dimapur,Water Supply,Water Supply,English,Average,Medium,2025-06-26,Yes,synthetic
SURVEY_003197,Survey,2025-02-28 17:47:00,कृपया इस समस्या पर ध्यान दें। The public school near Kohima needs improvements to basic facilities. I request the concerned authority to take action.,Nagaland,Kohima,Education,Education,Hindi,Poor,Medium,2025-01-27,Already resolved,synthetic
SURVEY_003198,Survey,2025-06-27 04:49:00,The water supplied in Panaji sometimes has an unusual smell and should be checked. Please look into this issue.,Goa,Panaji,Water Supply,Water Supply,English,Very Good,High,2025-05-23,Yes,synthetic
SURVEY_003199,Survey,2025-09-10 11:48:00,Parents in Kozhikode have reported delays in receiving information from the school. I request the concerned authority to take action.,Kerala,Kozhikode,Education,Education,English,Average,Low,2025-08-08,No,synthetic
SURVEY_003200,Survey,2026-07-04 22:31:00,Public transport near Anantnag is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,Jammu and Kashmir,Anantnag,Public Transport,Public Transport,English,Very Good,Medium,2026-05-24,Already resolved,synthetic
SURVEY_003201,Survey,2025-11-22 00:38:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents near Puducherry are concerned about safety after dark. Please provide an update on the issue.,Puducherry,Puducherry,Police & Public Safety,Police & Public Safety,Tamil,Good,Low,2025-11-13,No,synthetic
SURVEY_003202,Survey,2025-10-31 10:03:00,"The healthcare service near Tura was helpful, but staffing appears to be limited.",Meghalaya,Tura,Healthcare,Healthcare,English,Very Poor,Medium,2025-10-22,Yes,synthetic
SURVEY_003203,Survey,2026-09-04 11:44:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். There appears to be an issue with the electricity bill for the Mandi area. I hope the issue can be resolved soon.,Himachal Pradesh,Mandi,Electricity,Electricity,Tamil,Very Good,High,2026-08-12,Yes,synthetic
SURVEY_003204,Survey,2026-04-19 07:33:00,The waiting time at the public health facility near Thoubal is very long. Please look into this issue.,Manipur,Thoubal,Healthcare,Healthcare,English,Good,Low,2026-04-10,Yes,synthetic
SURVEY_003205,Survey,2025-10-14 06:03:00,कृपया इस समस्या पर ध्यान दें। Buses on the route near Dharamshala are irregular and commuters are waiting for a long time. This needs attention from the concerned department.,Himachal Pradesh,Dharamshala,Public Transport,Public Transport,Hindi,Poor,Low,2025-09-03,Yes,synthetic
SURVEY_003206,Survey,2026-07-10 22:46:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The road near Jabalpur has potholes and becomes difficult to use during peak hours. I request the concerned authority to take action.,Madhya Pradesh,Jabalpur,Roads & Traffic,Roads & Traffic,Malayalam,Poor,Medium,2026-06-22,Yes,synthetic
SURVEY_003207,Survey,2026-07-11 22:55:00,कृपया इस समस्या पर ध्यान दें। There appears to be an issue with the electricity bill for the Dharamshala area. I hope the issue can be resolved soon.,Himachal Pradesh,Dharamshala,Electricity,Electricity,Hindi,Good,High,2026-06-21,No,synthetic
SURVEY_003208,Survey,2026-02-01 14:33:00,The civic facility near Ludhiana needs better maintenance. I request the concerned authority to take action.,Punjab,Ludhiana,Other Public Services,Other Public Services,English,Good,Low,2025-12-28,Already resolved,synthetic
SURVEY_003209,Survey,2025-03-30 00:39:00,कृपया इस समस्या पर ध्यान दें। Public transport near Faridabad is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,Haryana,Faridabad,Public Transport,Public Transport,Hindi,Average,Critical,2025-02-25,Yes,synthetic
SURVEY_003210,Survey,2026-08-16 07:34:00,Buses on the route near Surat are irregular and commuters are waiting for a long time. This needs attention from the concerned department.,Gujarat,Surat,Public Transport,Public Transport,English,Very Good,High,2026-07-12,No,synthetic
SURVEY_003211,Survey,2025-10-20 08:25:00,The certificate service near North Delhi requires too many visits and could be made easier. This needs attention from the concerned department.,Delhi,North Delhi,Government Documents,Government Documents,English,Poor,Low,2025-09-14,Yes,synthetic
SURVEY_003212,Survey,2025-09-18 10:41:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Traffic congestion around Udaipur is getting worse and better traffic management is needed.,Rajasthan,Udaipur,Roads & Traffic,Roads & Traffic,Malayalam,Average,Medium,2025-08-27,Yes,synthetic
SURVEY_003213,Survey,2025-08-08 20:47:00,Public transport near Champhai is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,Mizoram,Champhai,Public Transport,Public Transport,English,Good,High,2025-07-03,Yes,synthetic
SURVEY_003214,Survey,2026-01-16 15:47:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. There is a delay in processing document applications in Gaya. Please look into this issue.,Bihar,Gaya,Government Documents,Government Documents,Malayalam,Poor,Medium,2025-12-15,No,synthetic
SURVEY_003215,Survey,2025-03-04 00:24:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents in Karimnagar need easier access to primary healthcare services. Please provide an update on the issue.,Telangana,Karimnagar,Healthcare,Healthcare,Tamil,Very Poor,High,2025-02-04,Yes,synthetic
SURVEY_003216,Survey,2025-04-26 13:44:00,Power cuts in the Bhagalpur area are frequent and are affecting daily work.,Bihar,Bhagalpur,Electricity,Electricity,English,Good,Low,2025-03-12,No,synthetic
SURVEY_003217,Survey,2025-07-30 21:03:00,The electricity voltage near Namchi is unstable and appliances are being affected. I hope the issue can be resolved soon.,Sikkim,Namchi,Electricity,Electricity,English,Very Poor,Low,2025-07-14,Yes,synthetic
SURVEY_003218,Survey,2025-02-24 03:51:00,कृपया इस समस्या पर ध्यान दें। Traffic congestion around Durg is getting worse and better traffic management is needed.,Chhattisgarh,Durg,Roads & Traffic,Roads & Traffic,Hindi,Good,Low,2025-01-29,Yes,synthetic
SURVEY_003219,Survey,2025-07-23 14:44:00,The area around Guntur needs more regular cleaning and waste collection. Please provide an update on the issue.,Andhra Pradesh,Guntur,Sanitation & Waste,Sanitation & Waste,English,Average,Low,2025-07-06,Yes,synthetic
SURVEY_003220,Survey,2026-04-01 04:36:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The police response near Port Blair was delayed and the issue needs attention. I request the concerned authority to take action.,Andaman and Nicobar Islands,Port Blair,Police & Public Safety,Police & Public Safety,Tamil,Poor,Medium,2026-03-11,Yes,synthetic
SURVEY_003221,Survey,2025-03-16 11:30:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். A public service issue near Udaipur has remained unresolved for several days.,Tripura,Udaipur,Other Public Services,Other Public Services,Tamil,Average,Low,2025-02-05,Already resolved,synthetic
SURVEY_003222,Survey,2026-04-04 23:16:00,"कृपया इस समस्या पर ध्यान दें। Street lights are not working properly near Udaipur, making the road unsafe after dark. This needs attention from the concerned department.",Rajasthan,Udaipur,Roads & Traffic,Roads & Traffic,Hindi,Very Good,Medium,2026-03-01,No,synthetic
SURVEY_003223,Survey,2025-04-07 11:57:00,The police response near New Delhi was delayed and the issue needs attention.,Delhi,New Delhi,Police & Public Safety,Police & Public Safety,English,Poor,Critical,2025-02-26,Yes,synthetic
SURVEY_003224,Survey,2025-02-26 23:25:00,Parents in Nizamabad have reported delays in receiving information from the school.,Telangana,Nizamabad,Education,Education,English,Average,Critical,2025-02-19,No,synthetic
SURVEY_003225,Survey,2025-02-26 23:40:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The road near Shillong has potholes and becomes difficult to use during peak hours. Please provide an update on the issue.,Meghalaya,Shillong,Roads & Traffic,Roads & Traffic,Telugu,Very Poor,High,2025-02-04,Yes,synthetic
SURVEY_003226,Survey,2025-12-16 08:00:00,Buses on the route near Pasighat are irregular and commuters are waiting for a long time. This needs attention from the concerned department.,Arunachal Pradesh,Pasighat,Public Transport,Public Transport,English,Good,High,2025-11-13,Yes,synthetic
SURVEY_003227,Survey,2026-03-04 06:18:00,Residents in Guwahati need easier access to primary healthcare services. This needs attention from the concerned department.,Assam,Guwahati,Healthcare,Healthcare,English,Good,Medium,2026-01-30,Yes,synthetic
SURVEY_003228,Survey,2026-03-09 04:20:00,कृपया इस समस्या पर ध्यान दें। Residents in Dehradun need easier access to primary healthcare services. Please look into this issue.,Uttarakhand,Dehradun,Healthcare,Healthcare,Hindi,Very Good,Medium,2026-02-10,Already resolved,synthetic
SURVEY_003229,Survey,2025-08-05 03:50:00,The public safety issue reported near Bhopal needs quicker follow-up. This needs attention from the concerned department.,Madhya Pradesh,Bhopal,Police & Public Safety,Police & Public Safety,English,Average,High,2025-06-24,Yes,synthetic
SURVEY_003230,Survey,2025-02-20 02:49:00,Waste disposal near Patna is creating an unpleasant environment for residents. Please provide an update on the issue.,Bihar,Patna,Sanitation & Waste,Sanitation & Waste,English,Average,Medium,2025-01-23,Yes,synthetic
SURVEY_003231,Survey,2025-05-24 01:44:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Traffic enforcement around Dimapur should be improved during busy hours.,Nagaland,Dimapur,Police & Public Safety,Police & Public Safety,Kannada,Good,Critical,2025-04-14,Already resolved,synthetic
SURVEY_003232,Survey,2026-01-26 13:32:00,The bus stop near Mysuru needs better cleanliness and maintenance.,Karnataka,Mysuru,Public Transport,Public Transport,English,Average,Medium,2026-01-20,Yes,synthetic
SURVEY_003233,Survey,2025-07-20 21:19:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. A public service issue near Dimapur has remained unresolved for several days.,Nagaland,Dimapur,Other Public Services,Other Public Services,Malayalam,Average,Medium,2025-07-04,Yes,synthetic
SURVEY_003234,Survey,2025-10-03 20:08:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. A water pipeline appears to be leaking near Kavaratti and needs repair.,Lakshadweep,Kavaratti,Water Supply,Water Supply,Telugu,Average,High,2025-09-05,Already resolved,synthetic
SURVEY_003235,Survey,2026-01-04 02:45:00,कृपया इस समस्या पर ध्यान दें। The complaint handling process in Dimapur could be faster and easier to track.,Nagaland,Dimapur,Other Public Services,Other Public Services,Hindi,Good,Low,2025-11-29,No,synthetic
SURVEY_003236,Survey,2026-07-28 12:15:00,Traffic congestion around Amritsar is getting worse and better traffic management is needed. This needs attention from the concerned department.,Punjab,Amritsar,Roads & Traffic,Roads & Traffic,English,Very Good,Medium,2026-07-12,Yes,synthetic
SURVEY_003237,Survey,2026-05-30 08:54:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The online government service for residents of Port Blair needs better reliability.,Andaman and Nicobar Islands,Port Blair,Government Documents,Government Documents,Kannada,Very Poor,Critical,2026-05-04,Yes,synthetic
SURVEY_003238,Survey,2026-08-03 03:27:00,The drainage near New Delhi needs cleaning because water is stagnating after rain.,Delhi,New Delhi,Sanitation & Waste,Sanitation & Waste,English,Poor,High,2026-07-05,Yes,synthetic
SURVEY_003239,Survey,2025-04-13 19:05:00,The police response near South Delhi was delayed and the issue needs attention. This needs attention from the concerned department.,Delhi,South Delhi,Police & Public Safety,Police & Public Safety,English,Average,Medium,2025-02-28,Already resolved,synthetic
SURVEY_003240,Survey,2026-05-02 18:31:00,कृपया इस समस्या पर ध्यान दें। The waiting time at the public health facility near Hubballi is very long. This needs attention from the concerned department.,Karnataka,Hubballi,Healthcare,Healthcare,Hindi,Poor,Medium,2026-04-05,Yes,synthetic
SURVEY_003241,Survey,2025-09-12 20:42:00,Waste disposal near Rishikesh is creating an unpleasant environment for residents. This needs attention from the concerned department.,Uttarakhand,Rishikesh,Sanitation & Waste,Sanitation & Waste,English,Average,Low,2025-08-06,Yes,synthetic
SURVEY_003242,Survey,2026-01-27 14:59:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The police response near Dimapur was delayed and the issue needs attention. This needs attention from the concerned department.,Nagaland,Dimapur,Police & Public Safety,Police & Public Safety,Malayalam,Very Good,High,2025-12-30,Yes,synthetic
SURVEY_003243,Survey,2026-07-26 14:51:00,The bus stop near Pasighat needs better cleanliness and maintenance. Please provide an update on the issue.,Arunachal Pradesh,Pasighat,Public Transport,Public Transport,English,Average,Critical,2026-07-06,Yes,synthetic
