feedback_id,source,timestamp,text,organization,loc,urgency
EM000260,Email,2025-01-03 11:34:00,"Follow-up: We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Aizawl. We have been having power cuts almost every evening in the nearby market. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I am attaching no personal documents; I only want the service issue to be addressed. Location: Aizawl, Mizoram. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Aizawl, Mizoram",
EM000261,Email,2025-08-16 00:44:00,"Follow-up: We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Kolkata. We have been having power cuts almost every evening in the nearby market. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I am mainly looking for a clear update and a practical solution. Location: Kolkata, West Bengal. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Kolkata, West Bengal",
EM000262,Email,2025-08-21 23:55:00,"The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Shillong. The transformer serving our neighbourhood in our neighbourhood appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. I understand that some delays are unavoidable, but the current situation is becoming difficult. Location: Shillong, Meghalaya. Please let me know if any additional details are required. Regards, A concerned citizen",,"Shillong, Meghalaya",
EM000263,Email,2025-05-22 09:33:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Hyderabad. There have been frequent voltage fluctuations in our area around the nearby market. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: Hyderabad, Telangana. Thank you for taking the time to read this. Regards, A concerned citizen",,"Hyderabad, Telangana",
EM000264,Email,2025-01-06 12:52:00,"Concern regarding We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Dehradun. We have been having power cuts almost every evening in the western part of the locality. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? This is not the first time we have faced this problem. Location: Dehradun, Uttarakhand. I hope the department can look into this soon. Regards, A concerned citizen",,"Dehradun, Uttarakhand",
EM000265,Email,2025-06-08 20:20:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Jaipur. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. I had also mentioned this to the local office, but I have not received a clear update. Location: Jaipur, Rajasthan. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Jaipur, Rajasthan",
EM000266,Email,2025-05-15 18:32:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Leh. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. I am attaching no personal documents; I only want the service issue to be addressed. Location: Leh, Ladakh. Thank you for taking the time to read this. Regards, A concerned citizen",,"Leh, Ladakh",
EM000267,Email,2025-02-05 05:31:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I am contacting your department because I have been facing a problem regarding a public service issue in Gangtok. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. I am mainly looking for a clear update and a practical solution. Location: Gangtok, Sikkim. I would appreciate an update when possible. Regards, A concerned citizen",,"Gangtok, Sikkim",
EM000268,Email,2025-08-27 13:03:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Agartala. There have been frequent voltage fluctuations in our area around the apartment area. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. I am mainly looking for a clear update and a practical solution. Location: Agartala, Tripura. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Agartala, Tripura",
EM000269,Email,2025-02-03 16:42:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I am contacting your department because I have been facing a problem regarding a public service issue in Bengaluru. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. I am attaching no personal documents; I only want the service issue to be addressed. Location: Bengaluru, Karnataka. Please let me know if any additional details are required. Regards, A concerned citizen",,"Bengaluru, Karnataka",
EM000270,Email,2025-03-16 22:08:00,"Follow-up: We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Bhubaneswar. We have been having power cuts almost every evening in the apartment area. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I understand that some delays are unavoidable, but the current situation is becoming difficult. Location: Bhubaneswar, Odisha. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Bhubaneswar, Odisha",
EM000271,Email,2025-11-22 21:32:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Jaipur. There have been frequent voltage fluctuations in our area around our residential area. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: Jaipur, Rajasthan. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Jaipur, Rajasthan",
EM000272,Email,2025-09-11 06:38:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Coimbatore. There have been frequent voltage fluctuations in our area around the apartment area. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. I had also mentioned this to the local office, but I have not received a clear update. Location: Coimbatore, Tamil Nadu. Thank you for taking the time to read this. Regards, A concerned citizen",,"Coimbatore, Tamil Nadu",
EM000273,Email,2025-03-11 23:22:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Bhopal. There have been frequent voltage fluctuations in our area around the western part of the locality. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: Bhopal, Madhya Pradesh. I hope the department can look into this soon. Regards, A concerned citizen",,"Bhopal, Madhya Pradesh",
EM000274,Email,2025-10-03 19:12:00,"We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I am not sure which department handles this, so I am writing here for assistance regarding a public service issue in Imphal. We have been having power cuts almost every evening in the apartment area. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I am mainly looking for a clear update and a practical solution. Location: Imphal, Manipur. Please let me know if any additional details are required. Regards, A concerned citizen",,"Imphal, Manipur",
EM000275,Email,2025-06-25 12:48:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I would like to request your help regarding an issue in my locality regarding a public service issue in Leh. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. Location: Leh, Ladakh. Thank you for taking the time to read this. Regards, A concerned citizen",,"Leh, Ladakh",
EM000276,Email,2025-02-15 19:15:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Puducherry. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. I am mainly looking for a clear update and a practical solution. Location: Puducherry, Puducherry. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Puducherry, Puducherry",
EM000277,Email,2025-10-04 04:05:00,"The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I am contacting your department because I have been facing a problem regarding a public service issue in Bhopal. The transformer serving our neighbourhood in the western part of the locality appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. I am attaching no personal documents; I only want the service issue to be addressed. Location: Bhopal, Madhya Pradesh. I hope the department can look into this soon. Regards, A concerned citizen",,"Bhopal, Madhya Pradesh",
EM000278,Email,2025-07-22 15:58:00,"Concern regarding There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am contacting your department because I have been facing a problem regarding a public service issue in Guwahati. There have been frequent voltage fluctuations in our area around the apartment area. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: Guwahati, Assam. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Guwahati, Assam",
EM000279,Email,2025-12-01 05:43:00,"The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Ahmedabad. The transformer serving our neighbourhood in our neighbourhood appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. This is not the first time we have faced this problem. Location: Ahmedabad, Gujarat. I would appreciate an update when possible. Regards, A concerned citizen",,"Ahmedabad, Gujarat",
EM000280,Email,2025-07-07 09:59:00,"Follow-up: There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Bhubaneswar. There have been frequent voltage fluctuations in our area around the apartment area. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: Bhubaneswar, Odisha. I would appreciate an update when possible. Regards, A concerned citizen",,"Bhubaneswar, Odisha",
EM000281,Email,2025-02-08 09:07:00,"Request for assistance - We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Lucknow. We have been having power cuts almost every evening in the nearby market. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I am attaching no personal documents; I only want the service issue to be addressed. Location: Lucknow, Uttar Pradesh. I would appreciate an update when possible. Regards, A concerned citizen",,"Lucknow, Uttar Pradesh",
EM000282,Email,2025-10-30 13:49:00,"The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I would like to request your help regarding an issue in my locality regarding a public service issue in Jaipur. The transformer serving our neighbourhood in our residential area appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. Location: Jaipur, Rajasthan. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Jaipur, Rajasthan",
EM000283,Email,2025-05-27 08:22:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Chandigarh. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. I understand that some delays are unavoidable, but the current situation is becoming difficult. Location: Chandigarh, Chandigarh. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Chandigarh, Chandigarh",
EM000284,Email,2025-12-28 20:43:00,"Request for assistance - Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Panaji. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. Location: Panaji, Goa. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Panaji, Goa",
EM000285,Email,2025-03-23 09:51:00,"The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I am not sure which department handles this, so I am writing here for assistance regarding a public service issue in Bengaluru. The transformer serving our neighbourhood in our neighbourhood appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. Location: Bengaluru, Karnataka. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Bengaluru, Karnataka",
EM000286,Email,2025-04-12 21:07:00,"The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in New Delhi. The transformer serving our neighbourhood in the apartment area appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. Location: New Delhi, Delhi. Please let me know if any additional details are required. Regards, A concerned citizen",,"New Delhi, Delhi",
EM000287,Email,2025-06-01 22:44:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Patna. There have been frequent voltage fluctuations in our area around the apartment area. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: Patna, Bihar. I hope the department can look into this soon. Regards, A concerned citizen",,"Patna, Bihar",
EM000288,Email,2025-10-03 09:11:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Dehradun. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. Location: Dehradun, Uttarakhand. Thank you for taking the time to read this. Regards, A concerned citizen",,"Dehradun, Uttarakhand",
EM000289,Email,2025-07-23 10:30:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Leh. There have been frequent voltage fluctuations in our area around our residential area. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. I am attaching no personal documents; I only want the service issue to be addressed. Location: Leh, Ladakh. Please let me know if any additional details are required. Regards, A concerned citizen",,"Leh, Ladakh",
EM000290,Email,2025-01-08 22:46:00,"Follow-up: There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Itanagar. There have been frequent voltage fluctuations in our area around the apartment area. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. I am mainly looking for a clear update and a practical solution. Location: Itanagar, Arunachal Pradesh. I would appreciate an update when possible. Regards, A concerned citizen",,"Itanagar, Arunachal Pradesh",
EM000291,Email,2025-12-29 05:40:00,"The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Guwahati. The transformer serving our neighbourhood in the apartment area appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. Location: Guwahati, Assam. Thank you for taking the time to read this. Regards, A concerned citizen",,"Guwahati, Assam",
EM000292,Email,2025-07-03 20:21:00,"Concern regarding Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I am not sure which department handles this, so I am writing here for assistance regarding a public service issue in Bengaluru. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. Location: Bengaluru, Karnataka. Please let me know if any additional details are required. Regards, A concerned citizen",,"Bengaluru, Karnataka",
EM000293,Email,2025-06-28 14:14:00,"We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I am not sure which department handles this, so I am writing here for assistance regarding a public service issue in Ludhiana. We have been having power cuts almost every evening in the western part of the locality. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I am attaching no personal documents; I only want the service issue to be addressed. Location: Ludhiana, Punjab. I hope the department can look into this soon. Regards, A concerned citizen",,"Ludhiana, Punjab",
EM000294,Email,2025-11-24 15:03:00,"The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I am not sure which department handles this, so I am writing here for assistance regarding a public service issue in Kolkata. The transformer serving our neighbourhood in the western part of the locality appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. I am attaching no personal documents; I only want the service issue to be addressed. Location: Kolkata, West Bengal. Please let me know if any additional details are required. Regards, A concerned citizen",,"Kolkata, West Bengal",
EM000295,Email,2025-03-19 14:18:00,"We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Dehradun. We have been having power cuts almost every evening in the western part of the locality. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I understand that some delays are unavoidable, but the current situation is becoming difficult. Location: Dehradun, Uttarakhand. Thank you for taking the time to read this. Regards, A concerned citizen",,"Dehradun, Uttarakhand",
EM000296,Email,2025-03-25 21:48:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Lucknow. There have been frequent voltage fluctuations in our area around the western part of the locality. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: Lucknow, Uttar Pradesh. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Lucknow, Uttar Pradesh",
EM000297,Email,2025-07-11 04:06:00,"We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in New Delhi. We have been having power cuts almost every evening in the apartment area. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I understand that some delays are unavoidable, but the current situation is becoming difficult. Location: New Delhi, Delhi. Thank you for taking the time to read this. Regards, A concerned citizen",,"New Delhi, Delhi",
EM000298,Email,2025-07-07 10:41:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Jaipur. There have been frequent voltage fluctuations in our area around the western part of the locality. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: Jaipur, Rajasthan. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Jaipur, Rajasthan",
EM000299,Email,2025-03-07 01:39:00,"Request for assistance - The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Imphal. The transformer serving our neighbourhood in our residential area appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. I had also mentioned this to the local office, but I have not received a clear update. Location: Imphal, Manipur. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Imphal, Manipur",
EM000300,Email,2025-09-05 00:44:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in New Delhi. There have been frequent voltage fluctuations in our area around our residential area. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: New Delhi, Delhi. I would appreciate an update when possible. Regards, A concerned citizen",,"New Delhi, Delhi",
EM000301,Email,2025-08-26 01:46:00,"Request for assistance - We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I am a resident of the area and would like to raise a concern regarding a public service issue in Agartala. We have been having power cuts almost every evening in the apartment area. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I had also mentioned this to the local office, but I have not received a clear update. Location: Agartala, Tripura. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Agartala, Tripura",
EM000302,Email,2025-05-14 00:07:00,"The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Kochi. The transformer serving our neighbourhood in the apartment area appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. I had also mentioned this to the local office, but I have not received a clear update. Location: Kochi, Kerala. Please let me know if any additional details are required. Regards, A concerned citizen",,"Kochi, Kerala",
EM000303,Email,2025-01-27 15:54:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Puducherry. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. I am attaching no personal documents; I only want the service issue to be addressed. Location: Puducherry, Puducherry. I hope the department can look into this soon. Regards, A concerned citizen",,"Puducherry, Puducherry",
EM000304,Email,2025-05-30 19:09:00,"We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Raipur. We have been having power cuts almost every evening in the nearby market. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? This is not the first time we have faced this problem. Location: Raipur, Chhattisgarh. I would appreciate an update when possible. Regards, A concerned citizen",,"Raipur, Chhattisgarh",
EM000305,Email,2025-12-30 21:54:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I would like to request your help regarding an issue in my locality regarding a public service issue in Patna. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. Location: Patna, Bihar. I hope the department can look into this soon. Regards, A concerned citizen",,"Patna, Bihar",
EM000306,Email,2025-12-23 09:56:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I wanted to check whether someone could look into the following matter regarding a public service issue in Panaji. There have been frequent voltage fluctuations in our area around the western part of the locality. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: Panaji, Goa. I would appreciate an update when possible. Regards, A concerned citizen",,"Panaji, Goa",
EM000307,Email,2025-02-19 10:25:00,"We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I am not sure which department handles this, so I am writing here for assistance regarding a public service issue in Kochi. We have been having power cuts almost every evening in our neighbourhood. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? Location: Kochi, Kerala. I would appreciate an update when possible. Regards, A concerned citizen",,"Kochi, Kerala",
EM000308,Email,2025-01-12 21:09:00,"We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Lucknow. We have been having power cuts almost every evening in the nearby market. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I understand that some delays are unavoidable, but the current situation is becoming difficult. Location: Lucknow, Uttar Pradesh. I would appreciate an update when possible. Regards, A concerned citizen",,"Lucknow, Uttar Pradesh",
EM000309,Email,2025-11-09 03:12:00,"We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Guwahati. We have been having power cuts almost every evening in the western part of the locality. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? I had also mentioned this to the local office, but I have not received a clear update. Location: Guwahati, Assam. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Guwahati, Assam",
EM000310,Email,2025-06-20 18:04:00,"There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am not sure which department handles this, so I am writing here for assistance regarding a public service issue in Gurugram. There have been frequent voltage fluctuations in our area around our residential area. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. Location: Gurugram, Haryana. Thank you for taking the time to read this. Regards, A concerned citizen",,"Gurugram, Haryana",
EM000311,Email,2025-11-22 00:58:00,"Follow-up: There have been frequent voltage fluctuations in our area around {place}. Several residents have noticed lights becoming unusually bright and then dim. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Ranchi. There have been frequent voltage fluctuations in our area around our neighbourhood. Several residents have noticed lights becoming unusually bright and then dim. Please have the transformer or local line inspected. I had also mentioned this to the local office, but I have not received a clear update. Location: Ranchi, Jharkhand. Please let me know if any additional details are required. Regards, A concerned citizen",,"Ranchi, Jharkhand",
EM000312,Email,2025-03-31 03:55:00,"We have been having power cuts almost every evening in {place}. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Dehradun. We have been having power cuts almost every evening in the western part of the locality. Yesterday the supply went off several times and one interruption lasted for nearly three hours. Could you please check whether there is a fault in the local supply line? This is not the first time we have faced this problem. Location: Dehradun, Uttarakhand. Kindly let me know what action can be taken. Regards, A concerned citizen",,"Dehradun, Uttarakhand",
EM000313,Email,2025-06-28 03:29:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Kohima. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. I understand that some delays are unavoidable, but the current situation is becoming difficult. Location: Kohima, Nagaland. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Kohima, Nagaland",
EM000314,Email,2025-05-29 15:42:00,"Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Dear Sir/Madam, I am writing after trying to get this issue resolved locally regarding a public service issue in Shimla. Power has been unavailable in part of our locality since last night. We have checked with nearby households and the problem seems to affect the whole street. Please provide an update on the expected restoration time. Location: Shimla, Himachal Pradesh. Please acknowledge the complaint and advise me on the next step. Regards, A concerned citizen",,"Shimla, Himachal Pradesh",
EM000315,Email,2025-05-16 07:14:00,"The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I am writing to report an issue regarding a public service issue in Shimla. The transformer serving our neighbourhood in our residential area appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. Location: Shimla, Himachal Pradesh. I would appreciate an update when possible. Regards, A concerned citizen",,"Shimla, Himachal Pradesh",
EM000316,Email,2025-08-20 08:35:00,"Request for assistance - The transformer serving our neighbourhood in {place} appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. Dear Sir/Madam, I wanted to bring a problem to your notice regarding a public service issue in Bhubaneswar. The transformer serving our neighbourhood in the western part of the locality appears to be overloaded. During peak hours the power goes off and sometimes takes a long time to return. I would be grateful if the department could check the load and advise on a permanent solution. Location: Bhubaneswar, Odisha. I would appreciate an update when possible. Regards, A concerned citizen",,"Bhubaneswar, Odisha",
